Date,Currency,Exchange
4/16/2016,GBP,0.7052
4/17/2016,USD,1
4/17/2016,CAD,1.2881
4/17/2016,AUD,1.2981
4/17/2016,EUR,0.8862
4/17/2016,GBP,0.7052
4/18/2016,USD,1
4/18/2016,CAD,1.2924
4/18/2016,AUD,1.2989
4/18/2016,EUR,0.8845
4/18/2016,GBP,0.7056
4/19/2016,USD,1
4/19/2016,CAD,1.2711
4/19/2016,AUD,1.2825
4/19/2016,EUR,0.8816
4/19/2016,GBP,0.6962
4/20/2016,USD,1
4/20/2016,CAD,1.2673
4/20/2016,AUD,1.2792
4/20/2016,EUR,0.8788
4/20/2016,GBP,0.6951
4/21/2016,USD,1
4/21/2016,CAD,1.2634
4/21/2016,AUD,1.2766
4/21/2016,EUR,0.8807
4/21/2016,GBP,0.693
4/22/2016,USD,1
4/22/2016,CAD,1.2734
4/22/2016,AUD,1.2936
4/22/2016,EUR,0.8879
4/22/2016,GBP,0.6955
4/23/2016,USD,1
4/23/2016,CAD,1.2734
4/23/2016,AUD,1.2936
4/23/2016,EUR,0.8879
4/23/2016,GBP,0.6955
4/24/2016,USD,1
4/24/2016,CAD,1.2734
4/24/2016,AUD,1.2936
4/24/2016,EUR,0.8879
4/24/2016,GBP,0.6955
4/25/2016,USD,1
4/25/2016,CAD,1.2683
4/25/2016,AUD,1.295
4/25/2016,EUR,0.8878
4/25/2016,GBP,0.6893
4/26/2016,USD,1
4/26/2016,CAD,1.2648
4/26/2016,AUD,1.2935
4/26/2016,EUR,0.886
4/26/2016,GBP,0.6865
4/27/2016,USD,1
4/27/2016,CAD,1.2583
4/27/2016,AUD,1.3169
4/27/2016,EUR,0.8847
4/27/2016,GBP,0.6854
4/28/2016,USD,1
4/28/2016,CAD,1.2557
4/28/2016,AUD,1.3124
4/28/2016,EUR,0.8804
4/28/2016,GBP,0.6853
4/29/2016,USD,1
4/29/2016,CAD,1.2528
4/29/2016,AUD,1.3109
4/29/2016,EUR,0.877
4/29/2016,GBP,0.6842
4/30/2016,USD,1
4/30/2016,CAD,1.2528
4/30/2016,AUD,1.3109
4/30/2016,EUR,0.877
4/30/2016,GBP,0.6842
5/1/2016,USD,1
5/1/2016,CAD,1.2528
5/1/2016,AUD,1.3109
5/1/2016,EUR,0.877
5/1/2016,GBP,0.6842
5/2/2016,USD,1
5/2/2016,CAD,1.2519
5/2/2016,AUD,1.3073
5/2/2016,EUR,0.8701
5/2/2016,GBP,0.6808
5/3/2016,USD,1
5/3/2016,CAD,1.2584
5/3/2016,AUD,1.3228
5/3/2016,EUR,0.8644
5/3/2016,GBP,0.6837
5/4/2016,USD,1
5/4/2016,CAD,1.2751
5/4/2016,AUD,1.3367
5/4/2016,EUR,0.8692
5/4/2016,GBP,0.6891
5/5/2016,USD,1
5/5/2016,CAD,1.282
5/5/2016,AUD,1.3346
5/5/2016,EUR,0.8742
5/5/2016,GBP,0.6894
5/6/2016,USD,1
5/6/2016,CAD,1.2879
5/6/2016,AUD,1.3565
5/6/2016,EUR,0.8751
5/6/2016,GBP,0.69
5/7/2016,USD,1
5/7/2016,CAD,1.2879
5/7/2016,AUD,1.3565
5/7/2016,EUR,0.8751
5/7/2016,GBP,0.69
5/8/2016,USD,1
5/8/2016,CAD,1.2879
5/8/2016,AUD,1.3565
5/8/2016,EUR,0.8751
5/8/2016,GBP,0.69
5/9/2016,USD,1
5/9/2016,CAD,1.2938
5/9/2016,AUD,1.3641
5/9/2016,EUR,0.8776
5/9/2016,GBP,0.6933
5/10/2016,USD,1
5/10/2016,CAD,1.2962
5/10/2016,AUD,1.3614
5/10/2016,EUR,0.8791
5/10/2016,GBP,0.6924
5/11/2016,USD,1
5/11/2016,CAD,1.2872
5/11/2016,AUD,1.3563
5/11/2016,EUR,0.8765
5/11/2016,GBP,0.6921
5/12/2016,USD,1
5/12/2016,CAD,1.2814
5/12/2016,AUD,1.3646
5/12/2016,EUR,0.878
5/12/2016,GBP,0.6927
5/13/2016,USD,1
5/13/2016,CAD,1.2882
5/13/2016,AUD,1.3728
5/13/2016,EUR,0.8812
5/13/2016,GBP,0.694
5/14/2016,USD,1
5/14/2016,CAD,1.2882
5/14/2016,AUD,1.3728
5/14/2016,EUR,0.8812
5/14/2016,GBP,0.694
5/15/2016,USD,1
5/15/2016,CAD,1.2882
5/15/2016,AUD,1.3728
5/15/2016,EUR,0.8812
5/15/2016,GBP,0.694
5/16/2016,USD,1
5/16/2016,CAD,1.2923
5/16/2016,AUD,1.3711
5/16/2016,EUR,0.8831
5/16/2016,GBP,0.6959
5/17/2016,USD,1
5/17/2016,CAD,1.2927
5/17/2016,AUD,1.3657
5/17/2016,EUR,0.8835
5/17/2016,GBP,0.6905
5/18/2016,USD,1
5/18/2016,CAD,1.2977
5/18/2016,AUD,1.3761
5/18/2016,EUR,0.8866
5/18/2016,GBP,0.687
5/19/2016,USD,1
5/19/2016,CAD,1.311
5/19/2016,AUD,1.3899
5/19/2016,EUR,0.8931
5/19/2016,GBP,0.684
5/20/2016,USD,1
5/20/2016,CAD,1.3106
5/20/2016,AUD,1.3833
5/20/2016,EUR,0.8913
5/20/2016,GBP,0.6864
5/21/2016,USD,1
5/21/2016,CAD,1.3106
5/21/2016,AUD,1.3833
5/21/2016,EUR,0.8913
5/21/2016,GBP,0.6864
5/22/2016,USD,1
5/22/2016,CAD,1.3106
5/22/2016,AUD,1.3833
5/22/2016,EUR,0.8913
5/22/2016,GBP,0.6864
5/23/2016,USD,1
5/23/2016,CAD,1.3148
5/23/2016,AUD,1.3858
5/23/2016,EUR,0.8917
5/23/2016,GBP,0.6905
5/24/2016,USD,1
5/24/2016,CAD,1.3148
5/24/2016,AUD,1.3966
5/24/2016,EUR,0.8954
5/24/2016,GBP,0.6851
5/25/2016,USD,1
5/25/2016,CAD,1.3106
5/25/2016,AUD,1.3884
5/25/2016,EUR,0.8972
5/25/2016,GBP,0.6812
5/26/2016,USD,1
5/26/2016,CAD,1.2932
5/26/2016,AUD,1.3862
5/26/2016,EUR,0.8954
5/26/2016,GBP,0.6802
5/27/2016,USD,1
5/27/2016,CAD,1.3037
5/27/2016,AUD,1.3864
5/27/2016,EUR,0.8954
5/27/2016,GBP,0.6827
5/28/2016,USD,1
5/28/2016,CAD,1.3037
5/28/2016,AUD,1.3864
5/28/2016,EUR,0.8954
5/28/2016,GBP,0.6827
5/29/2016,USD,1
5/29/2016,CAD,1.3037
5/29/2016,AUD,1.3864
5/29/2016,EUR,0.8954
5/29/2016,GBP,0.6827
5/30/2016,USD,1
5/30/2016,CAD,1.3039
5/30/2016,AUD,1.3919
5/30/2016,EUR,0.8977
5/30/2016,GBP,0.6834
5/31/2016,USD,1
5/31/2016,CAD,1.3027
5/31/2016,AUD,1.3776
5/31/2016,EUR,0.8965
5/31/2016,GBP,0.683
6/1/2016,USD,1
6/1/2016,CAD,1.3054
6/1/2016,AUD,1.3755
6/1/2016,EUR,0.8949
6/1/2016,GBP,0.6923
6/2/2016,USD,1
6/2/2016,CAD,1.3105
6/2/2016,AUD,1.3868
6/2/2016,EUR,0.8938
6/2/2016,GBP,0.6912
6/3/2016,USD,1
6/3/2016,CAD,1.3084
6/3/2016,AUD,1.3804
6/3/2016,EUR,0.8965
6/3/2016,GBP,0.6929
6/4/2016,USD,1
6/4/2016,CAD,1.3084
6/4/2016,AUD,1.3804
6/4/2016,EUR,0.8965
6/4/2016,GBP,0.6929
6/5/2016,USD,1
6/5/2016,CAD,1.3084
6/5/2016,AUD,1.3804
6/5/2016,EUR,0.8965
6/5/2016,GBP,0.6929
6/6/2016,USD,1
6/6/2016,CAD,1.2922
6/6/2016,AUD,1.3584
6/6/2016,EUR,0.8811
6/6/2016,GBP,0.6936
6/7/2016,USD,1
6/7/2016,CAD,1.2782
6/7/2016,AUD,1.3447
6/7/2016,EUR,0.8812
6/7/2016,GBP,0.6863
6/8/2016,USD,1
6/8/2016,CAD,1.2682
6/8/2016,AUD,1.3384
6/8/2016,EUR,0.8789
6/8/2016,GBP,0.686
6/9/2016,USD,1
6/9/2016,CAD,1.2747
6/9/2016,AUD,1.3444
6/9/2016,EUR,0.8816
6/9/2016,GBP,0.6915
6/10/2016,USD,1
6/10/2016,CAD,1.2748
6/10/2016,AUD,1.3512
6/10/2016,EUR,0.8846
6/10/2016,GBP,0.6943
6/11/2016,USD,1
6/11/2016,CAD,1.2748
6/11/2016,AUD,1.3512
6/11/2016,EUR,0.8846
6/11/2016,GBP,0.6943
6/12/2016,USD,1
6/12/2016,CAD,1.2748
6/12/2016,AUD,1.3512
6/12/2016,EUR,0.8846
6/12/2016,GBP,0.6943
6/13/2016,USD,1
6/13/2016,CAD,1.2771
6/13/2016,AUD,1.3514
6/13/2016,EUR,0.8875
6/13/2016,GBP,0.7057
6/14/2016,USD,1
6/14/2016,CAD,1.2872
6/14/2016,AUD,1.361
6/14/2016,EUR,0.8909
6/14/2016,GBP,0.708
6/15/2016,USD,1
6/15/2016,CAD,1.2857
6/15/2016,AUD,1.3524
6/15/2016,EUR,0.8905
6/15/2016,GBP,0.7049
6/16/2016,USD,1
6/16/2016,CAD,1.3003
6/16/2016,AUD,1.3614
6/16/2016,EUR,0.8949
6/16/2016,GBP,0.7073
6/17/2016,USD,1
6/17/2016,CAD,1.2901
6/17/2016,AUD,1.3537
6/17/2016,EUR,0.8886
6/17/2016,GBP,0.6999
6/18/2016,USD,1
6/18/2016,CAD,1.2901
6/18/2016,AUD,1.3537
6/18/2016,EUR,0.8886
6/18/2016,GBP,0.6999
6/19/2016,USD,1
6/19/2016,CAD,1.2901
6/19/2016,AUD,1.3537
6/19/2016,EUR,0.8886
6/19/2016,GBP,0.6999
6/20/2016,USD,1
6/20/2016,CAD,1.2813
6/20/2016,AUD,1.3403
6/20/2016,EUR,0.8825
6/20/2016,GBP,0.6828
6/21/2016,USD,1
6/21/2016,CAD,1.2773
6/21/2016,AUD,1.3322
6/21/2016,EUR,0.8839
6/21/2016,GBP,0.6784
6/22/2016,USD,1
6/22/2016,CAD,1.2762
6/22/2016,AUD,1.3324
6/22/2016,EUR,0.8863
6/22/2016,GBP,0.6806
6/23/2016,USD,1
6/23/2016,CAD,1.2747
6/23/2016,AUD,1.3223
6/23/2016,EUR,0.878
6/23/2016,GBP,0.6725
6/24/2016,USD,1
6/24/2016,CAD,1.3006
6/24/2016,AUD,1.3474
6/24/2016,EUR,0.9037
6/24/2016,GBP,0.7297
6/25/2016,USD,1
6/25/2016,CAD,1.3006
6/25/2016,AUD,1.3474
6/25/2016,EUR,0.9037
6/25/2016,GBP,0.7297
6/26/2016,USD,1
6/26/2016,CAD,1.3006
6/26/2016,AUD,1.3474
6/26/2016,EUR,0.9037
6/26/2016,GBP,0.7297
6/27/2016,USD,1
6/27/2016,CAD,1.3048
6/27/2016,AUD,1.3509
6/27/2016,EUR,0.9093
6/27/2016,GBP,0.7583
6/28/2016,USD,1
6/28/2016,CAD,1.3039
6/28/2016,AUD,1.3532
6/28/2016,EUR,0.9031
6/28/2016,GBP,0.747
6/29/2016,USD,1
6/29/2016,CAD,1.2991
6/29/2016,AUD,1.3445
6/29/2016,EUR,0.9017
6/29/2016,GBP,0.7444
6/30/2016,USD,1
6/30/2016,CAD,1.2956
6/30/2016,AUD,1.3447
6/30/2016,EUR,0.9007
6/30/2016,GBP,0.7445
7/1/2016,USD,1
7/1/2016,CAD,1.2923
7/1/2016,AUD,1.3367
7/1/2016,EUR,0.8981
7/1/2016,GBP,0.7529
7/2/2016,USD,1
7/2/2016,CAD,1.2923
7/2/2016,AUD,1.3367
7/2/2016,EUR,0.8981
7/2/2016,GBP,0.7529
7/3/2016,USD,1
7/3/2016,CAD,1.2923
7/3/2016,AUD,1.3367
7/3/2016,EUR,0.8981
7/3/2016,GBP,0.7529
7/4/2016,USD,1
7/4/2016,CAD,1.2864
7/4/2016,AUD,1.3281
7/4/2016,EUR,0.8978
7/4/2016,GBP,0.7533
7/5/2016,USD,1
7/5/2016,CAD,1.2936
7/5/2016,AUD,1.337
7/5/2016,EUR,0.8972
7/5/2016,GBP,0.7626
7/6/2016,USD,1
7/6/2016,CAD,1.3026
7/6/2016,AUD,1.3382
7/6/2016,EUR,0.9034
7/6/2016,GBP,0.7706
7/7/2016,USD,1
7/7/2016,CAD,1.2931
7/7/2016,AUD,1.3301
7/7/2016,EUR,0.9025
7/7/2016,GBP,0.7679
7/8/2016,USD,1
7/8/2016,CAD,1.3014
7/8/2016,AUD,1.3307
7/8/2016,EUR,0.9033
7/8/2016,GBP,0.77
7/9/2016,USD,1
7/9/2016,CAD,1.3014
7/9/2016,AUD,1.3307
7/9/2016,EUR,0.9033
7/9/2016,GBP,0.77
7/10/2016,USD,1
7/10/2016,CAD,1.3014
7/10/2016,AUD,1.3307
7/10/2016,EUR,0.9033
7/10/2016,GBP,0.77
7/11/2016,USD,1
7/11/2016,CAD,1.3066
7/11/2016,AUD,1.3229
7/11/2016,EUR,0.9051
7/11/2016,GBP,0.7702
7/12/2016,USD,1
7/12/2016,CAD,1.3029
7/12/2016,AUD,1.3101
7/12/2016,EUR,0.9016
7/12/2016,GBP,0.7598
7/13/2016,USD,1
7/13/2016,CAD,1.3053
7/13/2016,AUD,1.3111
7/13/2016,EUR,0.9032
7/13/2016,GBP,0.7532
7/14/2016,USD,1
7/14/2016,CAD,1.2926
7/14/2016,AUD,1.3075
7/14/2016,EUR,0.8963
7/14/2016,GBP,0.7467
7/15/2016,USD,1
7/15/2016,CAD,1.2866
7/15/2016,AUD,1.3064
7/15/2016,EUR,0.8986
7/15/2016,GBP,0.7483
7/16/2016,USD,1
7/16/2016,CAD,1.2866
7/16/2016,AUD,1.3064
7/16/2016,EUR,0.8986
7/16/2016,GBP,0.7483
7/17/2016,USD,1
7/17/2016,CAD,1.2866
7/17/2016,AUD,1.3064
7/17/2016,EUR,0.8986
7/17/2016,GBP,0.7483
7/18/2016,USD,1
7/18/2016,CAD,1.2951
7/18/2016,AUD,1.317
7/18/2016,EUR,0.9047
7/18/2016,GBP,0.7543
7/19/2016,USD,1
7/19/2016,CAD,1.3017
7/19/2016,AUD,1.3346
7/19/2016,EUR,0.9062
7/19/2016,GBP,0.7608
7/20/2016,USD,1
7/20/2016,CAD,1.3059
7/20/2016,AUD,1.3359
7/20/2016,EUR,0.908
7/20/2016,GBP,0.7591
7/21/2016,USD,1
7/21/2016,CAD,1.3051
7/21/2016,AUD,1.3355
7/21/2016,EUR,0.9079
7/21/2016,GBP,0.7589
7/22/2016,USD,1
7/22/2016,CAD,1.3107
7/22/2016,AUD,1.3362
7/22/2016,EUR,0.9079
7/22/2016,GBP,0.7636
7/23/2016,USD,1
7/23/2016,CAD,1.3107
7/23/2016,AUD,1.3362
7/23/2016,EUR,0.9079
7/23/2016,GBP,0.7636
7/24/2016,USD,1
7/24/2016,CAD,1.3107
7/24/2016,AUD,1.3362
7/24/2016,EUR,0.9079
7/24/2016,GBP,0.7636
7/25/2016,USD,1
7/25/2016,CAD,1.3172
7/25/2016,AUD,1.3355
7/25/2016,EUR,0.9106
7/25/2016,GBP,0.7619
7/26/2016,USD,1
7/26/2016,CAD,1.3234
7/26/2016,AUD,1.3275
7/26/2016,EUR,0.9093
7/26/2016,GBP,0.7612
7/27/2016,USD,1
7/27/2016,CAD,1.319
7/27/2016,AUD,1.3388
7/27/2016,EUR,0.9098
7/27/2016,GBP,0.7631
7/28/2016,USD,1
7/28/2016,CAD,1.3161
7/28/2016,AUD,1.3287
7/28/2016,EUR,0.9017
7/28/2016,GBP,0.7594
7/29/2016,USD,1
7/29/2016,CAD,1.3176
7/29/2016,AUD,1.3302
7/29/2016,EUR,0.8998
7/29/2016,GBP,0.7595
7/30/2016,USD,1
7/30/2016,CAD,1.3176
7/30/2016,AUD,1.3302
7/30/2016,EUR,0.8998
7/30/2016,GBP,0.7595
7/31/2016,USD,1
7/31/2016,CAD,1.3176
7/31/2016,AUD,1.3302
7/31/2016,EUR,0.8998
7/31/2016,GBP,0.7595
8/1/2016,USD,1
8/1/2016,CAD,1.3066
8/1/2016,AUD,1.3213
8/1/2016,EUR,0.8957
8/1/2016,GBP,0.7573
8/2/2016,USD,1
8/2/2016,CAD,1.3051
8/2/2016,AUD,1.3148
8/2/2016,EUR,0.8934
8/2/2016,GBP,0.7532
8/3/2016,USD,1
8/3/2016,CAD,1.31
8/3/2016,AUD,1.317
8/3/2016,EUR,0.8929
8/3/2016,GBP,0.7492
8/4/2016,USD,1
8/4/2016,CAD,1.3053
8/4/2016,AUD,1.3114
8/4/2016,EUR,0.898
8/4/2016,GBP,0.7597
8/5/2016,USD,1
8/5/2016,CAD,1.3023
8/5/2016,AUD,1.3058
8/5/2016,EUR,0.8964
8/5/2016,GBP,0.7602
8/6/2016,USD,1
8/6/2016,CAD,1.3023
8/6/2016,AUD,1.3058
8/6/2016,EUR,0.8964
8/6/2016,GBP,0.7602
8/7/2016,USD,1
8/7/2016,CAD,1.3023
8/7/2016,AUD,1.3058
8/7/2016,EUR,0.8964
8/7/2016,GBP,0.7602
8/8/2016,USD,1
8/8/2016,CAD,1.3144
8/8/2016,AUD,1.3096
8/8/2016,EUR,0.902
8/8/2016,GBP,0.7663
8/9/2016,USD,1
8/9/2016,CAD,1.3149
8/9/2016,AUD,1.3056
8/9/2016,EUR,0.9027
8/9/2016,GBP,0.7709
8/10/2016,USD,1
8/10/2016,CAD,1.3016
8/10/2016,AUD,1.292
8/10/2016,EUR,0.8941
8/10/2016,GBP,0.7649
8/11/2016,USD,1
8/11/2016,CAD,1.3054
8/11/2016,AUD,1.2965
8/11/2016,EUR,0.8966
8/11/2016,GBP,0.7714
8/12/2016,USD,1
8/12/2016,CAD,1.2975
8/12/2016,AUD,1.3027
8/12/2016,EUR,0.8962
8/12/2016,GBP,0.7712
8/13/2016,USD,1
8/13/2016,CAD,1.2975
8/13/2016,AUD,1.3027
8/13/2016,EUR,0.8962
8/13/2016,GBP,0.7712
8/14/2016,USD,1
8/14/2016,CAD,1.2975
8/14/2016,AUD,1.3027
8/14/2016,EUR,0.8962
8/14/2016,GBP,0.7712
8/15/2016,USD,1
8/15/2016,CAD,1.2921
8/15/2016,AUD,1.3038
8/15/2016,EUR,0.8945
8/15/2016,GBP,0.7753
8/16/2016,USD,1
8/16/2016,CAD,1.2817
8/16/2016,AUD,1.2928
8/16/2016,EUR,0.8853
8/16/2016,GBP,0.7708
8/17/2016,USD,1
8/17/2016,CAD,1.2885
8/17/2016,AUD,1.3107
8/17/2016,EUR,0.8868
8/17/2016,GBP,0.7684
8/18/2016,USD,1
8/18/2016,CAD,1.2829
8/18/2016,AUD,1.3043
8/18/2016,EUR,0.8833
8/18/2016,GBP,0.7603
8/19/2016,USD,1
8/19/2016,CAD,1.2844
8/19/2016,AUD,1.3135
8/19/2016,EUR,0.8829
8/19/2016,GBP,0.7641
8/20/2016,USD,1
8/20/2016,CAD,1.2844
8/20/2016,AUD,1.3135
8/20/2016,EUR,0.8829
8/20/2016,GBP,0.7641
8/21/2016,USD,1
8/21/2016,CAD,1.2844
8/21/2016,AUD,1.3135
8/21/2016,EUR,0.8829
8/21/2016,GBP,0.7641
8/22/2016,USD,1
8/22/2016,CAD,1.2915
8/22/2016,AUD,1.314
8/22/2016,EUR,0.8845
8/22/2016,GBP,0.7628
8/23/2016,USD,1
8/23/2016,CAD,1.2898
8/23/2016,AUD,1.3073
8/23/2016,EUR,0.8819
8/23/2016,GBP,0.7584
8/24/2016,USD,1
8/24/2016,CAD,1.294
8/24/2016,AUD,1.3119
8/24/2016,EUR,0.8875
8/24/2016,GBP,0.7555
8/25/2016,USD,1
8/25/2016,CAD,1.2929
8/25/2016,AUD,1.3144
8/25/2016,EUR,0.8857
8/25/2016,GBP,0.7579
8/26/2016,USD,1
8/26/2016,CAD,1.2884
8/26/2016,AUD,1.3083
8/26/2016,EUR,0.8857
8/26/2016,GBP,0.7569
8/27/2016,USD,1
8/27/2016,CAD,1.2884
8/27/2016,AUD,1.3083
8/27/2016,EUR,0.8857
8/27/2016,GBP,0.7569
8/28/2016,USD,1
8/28/2016,CAD,1.2884
8/28/2016,AUD,1.3083
8/28/2016,EUR,0.8857
8/28/2016,GBP,0.7569
8/29/2016,USD,1
8/29/2016,CAD,1.3013
8/29/2016,AUD,1.3241
8/29/2016,EUR,0.8953
8/29/2016,GBP,0.7652
8/30/2016,USD,1
8/30/2016,CAD,1.3039
8/30/2016,AUD,1.3241
8/30/2016,EUR,0.8954
8/30/2016,GBP,0.7626
8/31/2016,USD,1
8/31/2016,CAD,1.31
8/31/2016,AUD,1.33
8/31/2016,EUR,0.8983
8/31/2016,GBP,0.7618
9/1/2016,USD,1
9/1/2016,CAD,1.3129
9/1/2016,AUD,1.3279
9/1/2016,EUR,0.8972
9/1/2016,GBP,0.7541
9/2/2016,USD,1
9/2/2016,CAD,1.3082
9/2/2016,AUD,1.3231
9/2/2016,EUR,0.8934
9/2/2016,GBP,0.7528
9/3/2016,USD,1
9/3/2016,CAD,1.3082
9/3/2016,AUD,1.3231
9/3/2016,EUR,0.8934
9/3/2016,GBP,0.7528
9/4/2016,USD,1
9/4/2016,CAD,1.3082
9/4/2016,AUD,1.3231
9/4/2016,EUR,0.8934
9/4/2016,GBP,0.7528
9/5/2016,USD,1
9/5/2016,CAD,1.294
9/5/2016,AUD,1.3173
9/5/2016,EUR,0.8964
9/5/2016,GBP,0.7498
9/6/2016,USD,1
9/6/2016,CAD,1.2909
9/6/2016,AUD,1.3106
9/6/2016,EUR,0.8961
9/6/2016,GBP,0.7486
9/7/2016,USD,1
9/7/2016,CAD,1.2854
9/7/2016,AUD,1.3026
9/7/2016,EUR,0.8899
9/7/2016,GBP,0.7472
9/8/2016,USD,1
9/8/2016,CAD,1.2877
9/8/2016,AUD,1.2953
9/8/2016,EUR,0.8853
9/8/2016,GBP,0.7486
9/9/2016,USD,1
9/9/2016,CAD,1.2957
9/9/2016,AUD,1.3166
9/9/2016,EUR,0.8875
9/9/2016,GBP,0.7504
9/10/2016,USD,1
9/10/2016,CAD,1.2957
9/10/2016,AUD,1.3166
9/10/2016,EUR,0.8875
9/10/2016,GBP,0.7504
9/11/2016,USD,1
9/11/2016,CAD,1.2957
9/11/2016,AUD,1.3166
9/11/2016,EUR,0.8875
9/11/2016,GBP,0.7504
9/12/2016,USD,1
9/12/2016,CAD,1.3114
9/12/2016,AUD,1.3299
9/12/2016,EUR,0.8908
9/12/2016,GBP,0.7525
9/13/2016,USD,1
9/13/2016,CAD,1.3109
9/13/2016,AUD,1.3282
9/13/2016,EUR,0.8891
9/13/2016,GBP,0.7536
9/14/2016,USD,1
9/14/2016,CAD,1.3192
9/14/2016,AUD,1.3391
9/14/2016,EUR,0.8914
9/14/2016,GBP,0.7584
9/15/2016,USD,1
9/15/2016,CAD,1.3178
9/15/2016,AUD,1.3361
9/15/2016,EUR,0.8886
9/15/2016,GBP,0.757
9/16/2016,USD,1
9/16/2016,CAD,1.3199
9/16/2016,AUD,1.3316
9/16/2016,EUR,0.8908
9/16/2016,GBP,0.759
9/17/2016,USD,1
9/17/2016,CAD,1.3199
9/17/2016,AUD,1.3316
9/17/2016,EUR,0.8908
9/17/2016,GBP,0.759
9/18/2016,USD,1
9/18/2016,CAD,1.3199
9/18/2016,AUD,1.3316
9/18/2016,EUR,0.8908
9/18/2016,GBP,0.759
9/19/2016,USD,1
9/19/2016,CAD,1.3152
9/19/2016,AUD,1.3249
9/19/2016,EUR,0.8957
9/19/2016,GBP,0.7658
9/20/2016,USD,1
9/20/2016,CAD,1.3226
9/20/2016,AUD,1.3244
9/20/2016,EUR,0.8941
9/20/2016,GBP,0.7709
9/21/2016,USD,1
9/21/2016,CAD,1.3142
9/21/2016,AUD,1.3152
9/21/2016,EUR,0.8969
9/21/2016,GBP,0.7685
9/22/2016,USD,1
9/22/2016,CAD,1.3012
9/22/2016,AUD,1.3057
9/22/2016,EUR,0.8898
9/22/2016,GBP,0.7646
9/23/2016,USD,1
9/23/2016,CAD,1.3042
9/23/2016,AUD,1.3095
9/23/2016,EUR,0.8917
9/23/2016,GBP,0.7708
9/24/2016,USD,1
9/24/2016,CAD,1.3042
9/24/2016,AUD,1.3095
9/24/2016,EUR,0.8917
9/24/2016,GBP,0.7708
9/25/2016,USD,1
9/25/2016,CAD,1.3042
9/25/2016,AUD,1.3095
9/25/2016,EUR,0.8917
9/25/2016,GBP,0.7708
9/26/2016,USD,1
9/26/2016,CAD,1.3164
9/26/2016,AUD,1.3098
9/26/2016,EUR,0.8879
9/26/2016,GBP,0.7733
9/27/2016,USD,1
9/27/2016,CAD,1.3256
9/27/2016,AUD,1.3067
9/27/2016,EUR,0.8913
9/27/2016,GBP,0.7702
9/28/2016,USD,1
9/28/2016,CAD,1.3211
9/28/2016,AUD,1.304
9/28/2016,EUR,0.8909
9/28/2016,GBP,0.768
9/29/2016,USD,1
9/29/2016,CAD,1.3085
9/29/2016,AUD,1.3049
9/29/2016,EUR,0.8912
9/29/2016,GBP,0.7676
9/30/2016,USD,1
9/30/2016,CAD,1.3162
9/30/2016,AUD,1.3132
9/30/2016,EUR,0.896
9/30/2016,GBP,0.7715
10/1/2016,USD,1
10/1/2016,CAD,1.3162
10/1/2016,AUD,1.3132
10/1/2016,EUR,0.896
10/1/2016,GBP,0.7715
10/2/2016,USD,1
10/2/2016,CAD,1.3162
10/2/2016,AUD,1.3132
10/2/2016,EUR,0.896
10/2/2016,GBP,0.7715
10/3/2016,USD,1
10/3/2016,CAD,1.3085
10/3/2016,AUD,1.3028
10/3/2016,EUR,0.89
10/3/2016,GBP,0.7771
10/4/2016,USD,1
10/4/2016,CAD,1.3168
10/4/2016,AUD,1.3049
10/4/2016,EUR,0.896
10/4/2016,GBP,0.7843
10/5/2016,USD,1
10/5/2016,CAD,1.3216
10/5/2016,AUD,1.3132
10/5/2016,EUR,0.892
10/5/2016,GBP,0.7863
10/6/2016,USD,1
10/6/2016,CAD,1.3204
10/6/2016,AUD,1.3198
10/6/2016,EUR,0.8941
10/6/2016,GBP,0.7897
10/7/2016,USD,1
10/7/2016,CAD,1.3271
10/7/2016,AUD,1.3192
10/7/2016,EUR,0.8977
10/7/2016,GBP,0.8111
10/8/2016,USD,1
10/8/2016,CAD,1.3271
10/8/2016,AUD,1.3192
10/8/2016,EUR,0.8977
10/8/2016,GBP,0.8111
10/9/2016,USD,1
10/9/2016,CAD,1.3271
10/9/2016,AUD,1.3192
10/9/2016,EUR,0.8977
10/9/2016,GBP,0.8111
10/10/2016,USD,1
10/10/2016,CAD,1.3253
10/10/2016,AUD,1.3163
10/10/2016,EUR,0.8961
10/10/2016,GBP,0.8071
10/11/2016,USD,1
10/11/2016,CAD,1.3226
10/11/2016,AUD,1.3249
10/11/2016,EUR,0.9026
10/11/2016,GBP,0.8145
10/12/2016,USD,1
10/12/2016,CAD,1.3247
10/12/2016,AUD,1.3206
10/12/2016,EUR,0.9074
10/12/2016,GBP,0.8166
10/13/2016,USD,1
10/13/2016,CAD,1.3245
10/13/2016,AUD,1.3231
10/13/2016,EUR,0.906
10/13/2016,GBP,0.8193
10/14/2016,USD,1
10/14/2016,CAD,1.3166
10/14/2016,AUD,1.3108
10/14/2016,EUR,0.9089
10/14/2016,GBP,0.8172
10/15/2016,USD,1
10/15/2016,CAD,1.3166
10/15/2016,AUD,1.3108
10/15/2016,EUR,0.9089
10/15/2016,GBP,0.8172
10/16/2016,USD,1
10/16/2016,CAD,1.3166
10/16/2016,AUD,1.3108
10/16/2016,EUR,0.9089
10/16/2016,GBP,0.8172
10/17/2016,USD,1
10/17/2016,CAD,1.3128
10/17/2016,AUD,1.3131
10/17/2016,EUR,0.9096
10/17/2016,GBP,0.823
10/18/2016,USD,1
10/18/2016,CAD,1.3083
